columna_0,ID CAE,Matricula,TIPO VEHÍCULO,COMBUSTIBLE,Columna4,Columna5,Contrato,Acta de Entrega,Acta Devolución,BAJA,Ficha Técnica,Permiso de Circulación,IVTM,Compañía/Proveedor,Cod.Tipo Contrato,Tipo Contrato,Situación Contrato,f Vig Inicio,F.Vig.Final,Fecha Devolución,Tiempo Prop,Año,Cod.Sit.Contrato,Combustible2,Marca,Modelo/Versión,Cod.Sociedad,Sociedad,Ceco.Imput,Columna1,Matricula nueva,Marca2,Modelo/Versión3,Combustible4,Ceco,Renov. Flota,Fecha Alta,Columna3,Cod.Sociedad5,Pedido,Sociedad6,Ceco imputado,Factura,Comunidad Autonoma,CHASIS/Bastidor,CVA,F3,CVN,L,AE,Columna2,Vacias,Tipo vehículo2,Tipo combustible,CVA2,f2,CVN2,L2,AE [kWh],Comprobación,Comprobación 2,f23,CVN22,L23,columna_65
1.0,CAE500001,9853KXP,M1,GASOLINA,GASOLINA,M1,X,X,X,,X,X,,AYVENS,3,ALQUILER,DEVUELTO,2023-12-26,2024-01-31,2024-01-31,36,2024,7,DIESEL,PEUGEOT,208,1021,MEDICION AVANZADA CONTAD.,357712,1,0696MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,357107,2024,2024-11-29,0,1021,4500426762,MEDICION AVANZADA CONTAD.,,X,COMUNIDAD VALENCIANA,VF1RFK00273824834,5.1,10,17.3,13073,4405.601000000001,M1,CORRECTO ALQUILER,IGUAL,DISTINTO,7.89,9.19,17.92,13073,7136.433042999999,,,DISTINTO,DISTINTO,IGUAL,
2.0,CAE500002,3483KWB,M1,DIESEL,DIESEL,M1,X,X,X,,X,X,,AYVENS,3,ALQUILER,DEVUELTO,2023-12-22,2024-04-11,2024-04-11,111,2024,7,DIESEL,PEUGEOT,208,1021,MEDICION AVANZADA CONTAD.,357712,2,0699MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,357107,2024,2024-11-29,0,1021,4500426781,MEDICION AVANZADA CONTAD.,,X,COMUNIDAD VALENCIANA,VF1RFK00473824835,5.1,10,17.3,13073,4405.601000000001,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
3.0,CAE500003,0041LWY,M1,DIESEL,DIESEL,M1,X,,X,,X,X,,AYVENS,3,ALQUILER,DEVUELTO,2023-10-03,2023-11-29,2023-11-29,57,2023,7,DIESEL,PEUGEOT,208 100 CV,1505,CGAC,355589,1,1255MJM,PEUGEOT,E-EXPERT PRO 100 KW,ELECTRICO,725455,2023,2023-07-26,0,1505,4500370218,CGAC,,X,CATALUÑA,VF3V1ZKXZPZ005196,5.1,10,28.2,13073,2980.6440000000002,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
4.0,CAE500004,5713LWX,M1,DIESEL,DIESEL,M1,X,X,X,,X,X,,AYVENS,3,ALQUILER,DEVUELTO,2023-10-03,2023-12-01,2024-04-01,59,2023,7,DIESEL,PEUGEOT,208 100 CV,1505,CGAC,355589,2,2120MFK,RENAULT,KANGOO VAN E-TECH,ELECTRICO,725465,2023,2023-03-09,0,1505,4500351521,CGAC,,X,CATALUÑA,VF1RFK00970687019,5.1,10,17.3,13073,4405.601000000001,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
5.0,CAE500005,5056LWD,M1,DIESEL,DIESEL,M1,X,,X,,X,X,,AYVENS,3,ALQUILER,DEVUELTO,2024-04-15,2024-05-02,2024-05-02,17,2024,7,DIESEL,PEUGEOT,208 100 CV,1001,AVSA,201347,1,2788MXG,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,201420,2024,2024-12-19,0,1001,4500426876,AVSA,,X,COMUNIDAD VALENCIANA,VF1RFK00273934296,5.1,10,17.3,13073,4405.601000000001,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
6.0,CAE500006,0370LXS,N1,DIESEL,DIESEL,N1,X,,X,,X,X,,TLM,3,ALQUILER,DEVUELTO,2024-06-04,2024-12-31,2025-03-31,210,2024,7,DIESEL,PEUGEOT,BOXER L2 H2 140 CV,1066,CANALIZ. CIVILES S.A.,10669101,1,8651MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,10669120,2024,2024-11-29,0,1066,4500426872,CANALIZ. CIVILES S.A.,,X,COMUNIDAD VALENCIANA,VF1RFK00073824833,5.6,10,17.3,15815,6120.405,N1,CORRECTO ALQUILER,IGUAL,IGUAL,5.63,10,20.84,15815,5607.998999999999,,,IGUAL,DISTINTO,IGUAL,
7.0,CAE500007,1865LDL,M1,DIESEL,DIESEL,M1,X,X,X,,X,X,,AYVENS,3,ALQUILER,DEVUELTO,2023-12-22,2024-01-30,2024-01-30,39,2024,7,DIESEL,CITROEN,C3,1021,MEDICION AVANZADA CONTAD.,357712,3,0695MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,357706,2024,2024-11-29,0,1021,4500426841,MEDICION AVANZADA CONTAD.,,X,COMUNIDAD VALENCIANA,VF1RFK00773824845,5.1,10,17.3,13073,4405.601000000001,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
8.0,CAE500008,4295MRH,M1,DIESEL,DIESEL,M1,X,,X,,X,X,,AYVENS,3,ALQUILER,DEVUELTO,2024-06-08,2024-09-30,2025-03-07,114,2024,7,DIESEL,CITROEN,C3 100 CV,1001,AVSA,101353,2,6015MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,200567,2024,2024-11-26,0,1001,4500424209,AVSA,,X,COMUNIDAD VALENCIANA,VR7CBZYAXRT152191,5.1,10,16.4,13073,4523.258000000001,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
9.0,CAE500010,8213KFW,L3e,GASOLINA,GASOLINA,L,X,,,X,X,X,,PROPIEDAD,5,PROPIEDAD,CANCELADO POR SINIESTRO,2017-12-04,2023-02-17,2023-02-17,1901,2023,6,GASOLINA,KYMCO,AGILITY CITY 125 CC,1021,MEDICION AVANZADA CONTAD.,357108,4,0692MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,357706,2024,2024-11-29,1,1021,4500426794,MEDICION AVANZADA CONTAD.,,X,COMUNIDAD VALENCIANA,VF1RFK00173824842,2.9,9.19,17.3,2831,264.7268099999999,L3e,CORRECTO PROPIEDAD,IGUAL,IGUAL,2.9,9.19,4.84,2831,617.4694099999999,,,IGUAL,DISTINTO,IGUAL,
10.0,CAE500011,0909HZB,L3e,GASOLINA,GASOLINA,L,X,,,X,X,X,,PROPIEDAD,5,PROPIEDAD,CANCELADO,2016-09-28,2024-09-26,2024-09-26,2920,2024,4,GASOLINA,KYMCO,AGILITY CITY 125 CC,1021,MEDICION AVANZADA CONTAD.,357108,5,0773MXH,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,357708,2024,2024-12-20,0,1021,4500426849,MEDICION AVANZADA CONTAD.,,X,COMUNIDAD VALENCIANA,VF1RFK00473824852,2.9,9.19,17.3,2831,264.7268099999999,L3e,CORRECTO PROPIEDAD,IGUAL,IGUAL,2.9,9.19,4.84,2831,617.4694099999999,,,IGUAL,DISTINTO,IGUAL,
11.0,CAE500012,1987HGR,L3e,GASOLINA,GASOLINA,L,X,,,X,X,X,,PROPIEDAD,5,PROPIEDAD,CANCELADO,2011-10-14,2024-09-26,2024-10-29,4731,2024,4,GASOLINA,KYMCO,AGILITY CITY 125 CC,1021,MEDICION AVANZADA CONTAD.,357108,6,0823MXH,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,357752,2024,2024-12-20,0,1021,4500426870,MEDICION AVANZADA CONTAD.,,X,COMUNIDAD VALENCIANA,VF1RFK00873824854,2.9,9.19,17.3,2831,264.7268099999999,L3e,CORRECTO PROPIEDAD,IGUAL,IGUAL,2.9,9.19,4.84,2831,617.4694099999999,,,IGUAL,DISTINTO,IGUAL,
12.0,CAE500013,8449HKF,L3e,GASOLINA,GASOLINA,L,,,,X,X,X,X,PROPIEDAD,5,PROPIEDAD,CANCELADO,2012-04-18,2024-09-26,2024-09-26,4544,2024,4,GASOLINA,KYMCO,AGILITY CITY 125 CC,1021,MEDICION AVANZADA CONTAD.,357108,7,0971MXH,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,357708,2024,2024-12-20,0,1021,4500426847,MEDICION AVANZADA CONTAD.,,X,COMUNIDAD VALENCIANA,VF1RFK00073824847,2.9,9.19,17.3,2831,264.7268099999999,L3e,CORRECTO PROPIEDAD,IGUAL,IGUAL,2.9,9.19,4.84,2831,617.4694099999999,,,IGUAL,DISTINTO,IGUAL,
13.0,CAE500014,4579KCW,L3e,GASOLINA,GASOLINA,L,X,,,X,X,X,,PROPIEDAD,5,PROPIEDAD,CANCELADO,2017-09-05,2024-11-08,2024-11-08,2621,2024,4,GASOLINA,KYMCO,AGILITY CITY 125 CC,1053,ISG,355521,1,8349MXG,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,355528,2024,2024-12-20,0,1053,4500426779,ISG,,X,COMUNIDAD VALENCIANA,VF1RFK00373934291,2.9,9.19,17.3,2831,264.7268099999999,L3e,CORRECTO PROPIEDAD,IGUAL,IGUAL,2.9,9.19,4.84,2831,617.4694099999999,,,IGUAL,DISTINTO,IGUAL,
14.0,CAE500015,1485LSB,M1,GASOLINA - Híbridos (HEV),GASOLINA - Híbridos (HEV),M1,X,X,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44414,2025-08-06,2025-06-04,1461,2025,7,HÍBRIDO,RENAULT,ARKANA TCE 140 CV,1200,EMIVASA,12009006,1,3143MWZ,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,100011,2024,2024-12-12,-1,1200,4500424885,EMIVASA,,X,COMUNIDAD VALENCIANA,VR7CBZYA5RT154432,5.1,9.19,16.4,13073,3983.2123699999993,M1,CORRECTO ALQUILER,IGUAL,DISTINTO,5.135,9.19,17.92,13073,3826.5520745,,,IGUAL,DISTINTO,IGUAL,
15.0,CAE500016,3931LLT,M1,GASOLINA,GASOLINA,M1,X,,X,,X,,,AYVENS,1,RENTING,DEVUELTO,44224,2025-01-28,2025-01-30,1461,2025,7,GASOLINA,SEAT,ARONA 1.0 TSI 115 CV,1203,"E.Mixta Metropolitana, SA",12039060,1,6082MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,12039060,2024,2024-11-29,-1,1203,4500424805,"E.Mixta Metropolitana, SA",,X,COMUNIDAD VALENCIANA,VR7CBZYA7RT153038,5.1,9.19,16.4,13073,3983.2123699999993,M1,CORRECTO ALQUILER,IGUAL,IGUAL,7.89,9.19,17.92,13073,7136.433042999999,,,IGUAL,DISTINTO,IGUAL,
16.0,CAE500017,5829LLX,M1,GASOLINA,GASOLINA,M1,X,,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44215,2025-01-19,2025-01-14,1461,2025,7,GASOLINA,SEAT,ARONA 1.0 TSI 115 CV,1001,AVSA,200590,3,9050MWN,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,200541,2024,2024-11-26,-1,1001,4500424807,AVSA,,X,COMUNIDAD VALENCIANA,VR7CBZYA1RT152189,5.1,9.19,16.4,13073,3983.2123699999993,M1,CORRECTO ALQUILER,IGUAL,IGUAL,7.89,9.19,17.92,13073,7136.433042999999,,,IGUAL,DISTINTO,IGUAL,
17.0,CAE500018,3904LLT,M1,GASOLINA,GASOLINA,M1,X,,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44224,2025-02-01,2025-01-14,1465,2025,7,GASOLINA,SEAT,ARONA 1.0 TSI 115 CV,1200,EMIVASA,12009060,2,3133MWZ,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,200020,2024,2024-12-12,-1,1200,4500424896,EMIVASA,,X,COMUNIDAD VALENCIANA,VR7CBZYA2RT154436,5.1,9.19,16.4,13073,3983.2123699999993,M1,CORRECTO ALQUILER,IGUAL,IGUAL,7.89,9.19,17.92,13073,7136.433042999999,,,IGUAL,DISTINTO,IGUAL,
18.0,CAE500019,9417LKC,M1,DIESEL,DIESEL,M1,X,,X,,X,,,AYVENS,1,RENTING,DEVUELTO,44133,2024-10-29,2025-01-15,1461,2024,7,DIESEL,SEAT,ARONA 1.6 TDI 95 CV,1200,EMIVASA,12009060,3,3105MWZ,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,200020,2024,2024-12-12,0,1200,4500424877,EMIVASA,,X,COMUNIDAD VALENCIANA,VR7CBZYA3RT153022,5.1,10,16.4,13073,4523.258000000001,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
19.0,CAE500020,9418LKC,M1,DIESEL,DIESEL,M1,X,,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44133,2024-10-29,2025-01-22,1461,2024,7,DIESEL,SEAT,ARONA 1.6 TDI 95 CV,1001,AVSA,101702,4,6028MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,200590,2024,2024-11-26,0,1001,4500424796,AVSA,,X,COMUNIDAD VALENCIANA,VR7CBZYA2RT152184,5.1,10,16.4,13073,4523.258000000001,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
20.0,CAE500030,9428LKC,M1,DIESEL,DIESEL,M1,X,,,,x,x,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44133,2024-10-29,2024-10-29,1461,2024,6,DIESEL,SEAT,ARONA 1.6 TDI 95 CV,1001,AVSA,200750,5,6029MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,200714,2024,2024-11-29,0,1001,4500424793,AVSA,,X,COMUNIDAD VALENCIANA,VR7CBZYA7RT152178,5.1,10,16.4,13073,4523.258000000001,M1,FALSO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
21.0,CAE500044,9431LKC,M1,DIESEL,DIESEL,M1,X,,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44133,2024-10-29,2025-01-16,1461,2024,7,DIESEL,SEAT,ARONA 1.6 TDI 95 CV,1001,AVSA,200300,6,6042MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,201510,2024,2024-11-29,0,1001,4500424791,AVSA,,X,COMUNIDAD VALENCIANA,VR7CBZYA0RT152183,5.1,10,16.4,13073,4523.258000000001,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
22.0,CAE500045,9494LKC,M1,DIESEL,DIESEL,M1,X,,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44133,2024-10-29,2025-01-14,1461,2024,7,DIESEL,SEAT,ARONA 1.6 TDI 95 CV,1001,AVSA,200542,7,6046MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,200560,2024,2024-11-29,0,1001,4500424792,AVSA,,X,COMUNIDAD VALENCIANA,VR7CBZYA9RT152182,5.1,10,16.4,13073,4523.258000000001,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
23.0,CAE500046,0818LKK,M1,DIESEL,DIESEL,M1,X,,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44134,2024-10-30,2025-01-10,1461,2024,7,DIESEL,SEAT,ARONA 1.6 TDI 95 CV,1021,MEDICION AVANZADA CONTAD.,357108,8,6492MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,357108,2024,2024-11-29,0,1021,4500424794,MEDICION AVANZADA CONTAD.,,X,COMUNIDAD VALENCIANA,VR7CBZYA5RT154429,5.1,10,16.4,13073,4523.258000000001,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
24.0,CAE500047,4170LKY,M1,DIESEL,DIESEL,M1,X,,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44166,2024-12-01,2025-01-29,1461,2024,7,DIESEL,SEAT,ARONA 1.6 TDI 95 CV,1200,EMIVASA,12009060,4,3121MWZ,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,100041,2024,2024-12-12,0,1200,4500424898,EMIVASA,,X,COMUNIDAD VALENCIANA,VR7CBZYA1RT153035,5.1,10,16.4,13073,4523.258000000001,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
25.0,CAE500050,8030LKY,M1,DIESEL,DIESEL,M1,X,,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44166,2024-12-01,2025-01-16,1461,2024,7,DIESEL,SEAT,ARONA 1.6 TDI 95 CV,1021,MEDICION AVANZADA CONTAD.,357107,9,6493MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,357107,2024,2024-11-29,0,1021,4500424809,MEDICION AVANZADA CONTAD.,,X,COMUNIDAD VALENCIANA,VR7CBZYA2RT152198,5.1,10,16.4,13073,4523.258000000001,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
26.0,CAE500051,8066LKY,M1,DIESEL,DIESEL,M1,X,,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44166,2024-12-01,2025-01-30,1461,2024,7,DIESEL,SEAT,ARONA 1.6 TDI 95 CV,1200,EMIVASA,12009060,5,3122MWZ,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,200028,2024,2024-12-12,0,1200,4500424889,EMIVASA,,X,COMUNIDAD VALENCIANA,VR7CBZYA7RT154433,5.1,10,16.4,13073,4523.258000000001,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
27.0,CAE500054,0269LLK,M1,DIESEL,DIESEL,M1,X,,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44179,2024-12-14,2025-01-23,1461,2024,7,DIESEL,SEAT,ARONA 1.6 TDI 95 CV,1001,AVSA,201701,8,6094MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,200317,2024,2024-11-29,0,1001,4500426700,AVSA,,X,COMUNIDAD VALENCIANA,VR7CBZYA4ST000168,5.1,10,16.4,13073,4523.258000000001,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
28.0,CAE500055,9413LKC,M1,DIESEL,DIESEL,M1,X,,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44153,2024-11-18,2025-02-04,1461,2024,7,DIESEL,SEAT,ARONA 1.6 TDI 95 CV,1505,CGAC,205567,3,8606MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,355577,2024,2024-11-29,0,1505,4500426774,CGAC,,X,CATALUÑA,VF1RFK00073824797,5.1,10,17.3,13073,4405.601000000001,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
29.0,CAE500056,9455LKC,M1,DIESEL,DIESEL,M1,X,,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44153,2024-11-18,2025-01-27,1461,2024,7,DIESEL,SEAT,ARONA 1.6 TDI 95 CV,1064,AYWA SER.AMBIENTALES SL,10649080,1,3147MXJ,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,DEFINIR,2024,2024-12-23,0,1064,X,AYWA SER.AMBIENTALES SL,,X,COMUNIDAD VALENCIANA,VF1RFK00073934300,5.1,10,17.3,13073,4405.601000000001,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
30.0,CAE500057,5243LKX,M1,DIESEL,DIESEL,M1,X,,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44166,2024-12-01,2025-01-13,1461,2024,7,DIESEL,SEAT,ARONA 1.6 TDI 95 CV,1066,CANALIZ. CIVILES S.A.,10669100,2,8658MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,356006,2024,2024-11-29,0,1066,4500426798,CANALIZ. CIVILES S.A.,,X,COMUNIDAD VALENCIANA,VF1RFK00273824820,5.1,10,17.3,13073,4405.601000000001,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
31.0,CAE500058,5255LKX,M1,DIESEL,DIESEL,M1,X,,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44215,2025-01-19,2025-01-20,1461,2025,7,DIESEL,SEAT,ARONA 1.6 TDI 95 CV,1001,AVSA,200784,9,6370MXF,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,350535,2024,2024-12-19,-1,1001,4500426771,AVSA,,X,COMUNIDAD VALENCIANA,VF1RFK00373824888,5.1,10,17.3,13073,4405.601000000001,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
32.0,CAE500059,9276LMB,M1,DIESEL,DIESEL,M1,X,,X,,x,x,,AYVENS,1,RENTING,DEVUELTO,44215,2025-01-19,2025-02-05,1461,2025,7,DIESEL,SEAT,ARONA 1.6 TDI 95 CV,1053,ISG,355528,2,8392MXG,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,355457,2024,2024-12-20,-1,1053,4500426874,ISG,,X,COMUNIDAD VALENCIANA,VF1RFK00273934282,5.1,10,17.3,13073,4405.601000000001,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
33.0,CAE500060,4988LLY,M1,DIESEL,DIESEL,M1,X,,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44215,2025-01-19,2025-02-06,1461,2025,7,DIESEL,SEAT,ARONA 1.6 TDI 95 CV,1004,G.O.MEDIOAMBIENTE S.L.,204427,1,6051KRV,RENAULT,ZOE 40,ELECTRICO,724317,2024,2018-12-01,-1,1004,4500399254,G.O.MEDIOAMBIENTE S.L.,,X,COMUNIDAD VALENCIANA,VF1AG000561226133,5.1,10,13.3,13073,4928.521,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
34.0,CAE500061,0251LLK,M1,DIESEL,DIESEL,M1,X,,X,,X,X,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44237,2025-02-10,2024-10-29,1461,2025,6,DIESEL,SEAT,ARONA 1.6 TDI 95 CV,1053,ISG,355539,3,0602KHK,RENAULT,ZOE 40,ELECTRICO,355539,2024,2018-02-09,-1,1053,4500409585,ISG,,X,COMUNIDAD VALENCIANA,VF1AGVYF059267878,5.1,10,13.3,13073,4928.521,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
35.0,CAE500064,0246LLK,M1,DIESEL,DIESEL,M1,X,,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44186,2024-12-21,2025-04-11,1461,2024,7,DIESEL,SEAT,ARONA 1.6 TDI 95 CV,1004,G.O.MEDIOAMBIENTE S.L.,200101,2,6727LMH,SILENCE,SEAT MO E 125 CC,ELECTRICO,724236,2024,2024-04-09,0,1004,4500398936,G.O.MEDIOAMBIENTE S.L.,,X,COMUNIDAD VALENCIANA,UCYS01S0ZMB000266,5.1,10,7,13073,5752.12,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
36.0,CAE500065,4456KVD,M1,DIESEL,DIESEL,M1,X,X,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,43578,2023-04-23,2023-02-23,1461,2023,7,DIESEL,OPEL,ASTRA 1.6 CDTI 110 CV,1066,CANALIZ. CIVILES S.A.,10669101,3,6022MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,10669120,2024,2024-11-29,1,1066,4500426701,CANALIZ. CIVILES S.A.,,X,COMUNIDAD VALENCIANA,VR7CBZYA1ST000158,5.1,10,16.4,13073,4523.258000000001,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
37.0,CAE500066,8298KZS,M1,DIESEL,DIESEL,M1,X,,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,43726,2024-09-18,2024-09-06,1827,2024,7,DIESEL,OPEL,ASTRA 1.6 CDTI 110 CV,1001,AVSA,10019946,10,6007MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,200738,2024,2024-11-26,0,1001,4500424789,AVSA,,X,COMUNIDAD VALENCIANA,VR7CBZYA9RT152179,5.1,10,16.4,13073,4523.258000000001,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
38.0,CAE500067,9019LBN,M1,DIESEL,DIESEL,M1,X,X,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,43749,2024-10-11,2024-10-02,1827,2024,7,DIESEL,OPEL,ASTRA 1.6 CDTI 110 CV,1004,G.O.MEDIOAMBIENTE S.L.,10049946,3,6442MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,204427,2024,2024-11-29,0,1004,4500424798,G.O.MEDIOAMBIENTE S.L.,,X,COMUNIDAD VALENCIANA,VR7CBZYA9RT153042,5.1,10,16.4,13073,4523.258000000001,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
39.0,CAE500068,9105KTC,M1,DIESEL,DIESEL,M1,X,X,X,,X,X,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,43522,2024-02-26,2023-03-13,1826,2024,6,DIESEL,OPEL,ASTRA 1.6 CDTI 110 CV,1004,G.O.MEDIOAMBIENTE S.L.,10049946,4,1178MSX,NISSAN,TOWNSTAR,ELECTRICO,724557,2024,2024-07-10,0,1004,4500407442,G.O.MEDIOAMBIENTE S.L.,,X,COMUNIDAD VALENCIANA,VNVNFK00X70248339,5.1,10,20,13073,4052.63,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
40.0,CAE500069,4793KWD,M1,DIESEL,DIESEL,M1,X,,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,43584,2023-04-29,2023-04-20,1461,2023,7,DIESEL,OPEL,ASTRA 1.6 CDTI 110 CV,1001,AVSA,200783,11,2705MXG,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,200567,2024,2024-12-19,1,1001,4500426873,AVSA,,X,COMUNIDAD VALENCIANA,VF1RFK00073934264,5.1,10,17.3,13073,4405.601000000001,M1,CORRECTO ALQUILER,IGUAL,IGUAL,6.99,10,17.92,13073,6795.3454,,,IGUAL,DISTINTO,IGUAL,
