ID CAE,OK DE GF,Matricula Antigua,Contrato,Acta de Entrega,Acta Devolución,BAJA,Ficha Técnica,Permiso de Circulación,IVTM,Compañía/Proveedor,Cod.Tipo Contrato,Tipo Contrato,Situación Contrato,f Vig Inicio,F.Vig.Final,Tiempo Prop,Año,Cod.Sit.Contrato,Combustible,Marca,Modelo/Versión,Cod.Sociedad,Sociedad,Ceco.Imput,Columna1,Localidad,Provincia,Com. Aut.,Dirección,Huso,Coord.,Referencia Catastral,Descripción de la actuación,Matricula nueva,Marca2,Modelo/Versión3,Combustible4,Ceco,Renov. Flota,Fecha Alta,Columna3,Cod.Sociedad5,Pedido,Sociedad6,Ceco imputado,Factura,Comunidad Autonoma2,CHASIS/Bastidor,CVA,F,CVN,L,Ahorro estimado,Columna2,CALCULO GF,Vacias
CAE500247,,7973KHZ,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-03-20,,1905-07-14,7,DIESEL,OPEL,CORSA 1.3 CDTI 75 CV 5P,1066,CANALIZ. CIVILES S.A.,356016,39,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500248,,8051JYW,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-05-30,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1004,G.O.MEDIOAMBIENTE S.L.,300074,29,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500249,,8250KDH,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-10-09,,1905-07-14,7,DIESEL,OPEL,CORSA 1.3 CDTI 75 CV 5P,1199,UTE AAPP Y ALC. TERUEL,201199,1,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500250,,1192LPK,,,,,,,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44358,2025-06-11,1903-12-31,1905-07-17,6,DIESEL,SEAT,ARONA 1.6 TDI 95 CV,1505,CGAC,15059570,11,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500251,,8429CKY,,,,,,,,CEDIDO,6,"CEDIDO (por ayto, planta.",DEVUELTO,,2022-10-31,,1905-07-14,7,DIESEL,SEAT,TOLEDO 1.9 TDI,1004,G.O.MEDIOAMBIENTE S.L.,724320,30,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500252,,8490KKD,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-05-16,,1905-07-14,7,DIESEL,OPEL,VIVARO 1.6 CDTI 120 CV,1505,CGAC,725465,12,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500253,CAE500253,7962LKX,X,X,X,,x,x,,ARVAL SERV,1,RENTING,DEVUELTO,44148,2024-11-13,1461,2024,7,HÍBRIDO,VOLVO,XC60 2.0 T6 AWD 340 CV,1001,AGUAS DE VALENCIA SA,10019904,27,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,6083MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,10019060,2024,2024-11-29,0,1001,4500424797,AVSA,,X,COMUNIDAD VALENCIANA,VR7CBZYA4RT152185,5.1,9.19,16.4,13073,3983.2123699999993,M1,7136.433042999999,CORRECTO ALQUILER
CAE500254,,8546KHZ,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-03-16,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1505,CGAC,725441,13,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500255,,8550KFJ,,,,,,,,ARVAL SERV,1,RENTING,DEVUELTO,,2022-11-21,,1905-07-14,7,DIESEL,VOLVO,XC 90 D5 235 CV,1001,AVSA,10019931,12,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500256,,8552KHZ,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-03-28,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1505,CGAC,205359,14,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500257,,8567KHZ,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-03-28,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1505,CGAC,725441,15,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500258,,7995LKS,,,,,,,,AYVENS,1,RENTING,DEVUELTO,44166,2025-12-01,1904-12-30,1905-07-17,7,DIESEL,RENAULT,KADJAR 4*4 1.8 DCI 150 CV,1505,CGAC,15059580,16,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500259,,8581KLW,,,,,,,,AYVENS,4,PRE-ENTREGA,DEVUELTO,,2022-05-04,,1905-07-14,7,DIESEL,RENAULT,KANGOO,1400,EGEVASA,728084,22,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500260,,8618KHZ,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-03-28,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV KOMBI,1066,CANALIZ. CIVILES S.A.,10669120,40,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500261,,8622KHZ,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-04-06,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV KOMBI,1066,CANALIZ. CIVILES S.A.,336003,41,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500262,,8640KHZ,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-04-03,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV KOMBI,1066,CANALIZ. CIVILES S.A.,10669120,42,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500263,,8794KRZ,,,,,,,,TLM,3,ALQUILER,DEVUELTO,,2022-09-30,,1905-07-14,7,DIESEL,PEUGEOT,BOXER L1H1 110 CV,1066,CANALIZ. CIVILES S.A.,10669101,43,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500264,,8819KPD,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-09-14,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV KOMBI,1505,CGAC,105564,17,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500265,,8820KPD,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-09-20,,1905-07-14,7,DIESEL,OPEL,CORSA 1.3 CDTI 75 CV 5P,1066,CANALIZ. CIVILES S.A.,356001,44,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500266,,8821KPD,,,,,,,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,,2022-09-20,,1905-07-14,6,DIESEL,OPEL,CORSA 1.3 CDTI 75 CV 5P,1066,CANALIZ. CIVILES S.A.,10669105,45,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500267,,8833KPS,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-10-26,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV KOMBI,1066,CANALIZ. CIVILES S.A.,10669120,46,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500268,,8835KPS,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-10-26,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV KOMBI,1066,CANALIZ. CIVILES S.A.,336003,47,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500269,,8840JZH,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-06-21,,1905-07-14,7,DIESEL,OPEL,CORSA 1.3 CDTI 75 CV 5P,1021,MEDICION AVANZADA CONTAD.,357706,17,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500270,,8848KVL,,,,,,,,PROPIEDAD,5,PROPIEDAD,CANCELADO,,2022-06-15,,1905-07-14,4,ELECTRICO,FIAT,FIORINO 100 % ELECTRICA,1004,G.O.MEDIOAMBIENTE S.L.,724348,31,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO PROPIEDAD
CAE500271,,8902JYW,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-05-26,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1400,EGEVASA,208426,23,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500272,,8952JYW,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-05-24,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1400,EGEVASA,728004,24,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500273,,8974LJM,,,,,,,,TLM,3,ALQUILER,DEVUELTO,,2022-10-11,,1905-07-14,7,DIESEL,PEUGEOT,BOXER L1 H1,1066,CANALIZ. CIVILES S.A.,356011,48,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500274,,9074KLD,,,,,,,,AYVENS,4,PRE-ENTREGA,DEVUELTO,,2022-07-30,,1905-07-14,7,DIESEL,JEEP,RENEGADE 2.0 140 CV,1203,"E.Mixta Metropolitana, SA",12039060,8,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500275,,9103JYZ,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-05-31,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1021,MEDICION AVANZADA CONTAD.,357708,18,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500276,,9128JYZ,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-06-09,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV KOMBI,1400,EGEVASA,728048,25,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500277,,9139KKY,,,,,,,,VWRENTING,1,RENTING,DEVUELTO,,2022-05-18,,1905-07-14,7,DIESEL,VOLKSWAGEN,T-ROC 2.0 TDI 150 CV,8001,FUCSA,DEFINIR,3,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500278,,9161JYZ,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-06-09,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1008,"VANAGUA, S.L.",350803,1,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500279,,9288KMG,,,,,,,,AYVENS,4,PRE-ENTREGA,DEVUELTO,,2022-04-28,,1905-07-14,7,DIESEL,RENAULT,KANGOO,8001,FUCSA,DEFINIR,4,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500280,,9309KSR,,,,,,,,VWRENTING,1,RENTING,DEVUELTO,,2022-01-04,,1905-07-14,7,DIESEL,AUDI,Q8 3.0 TDI QUATTRO 286 CV,8001,FUCSA,DEFINIR,5,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500281,,9396KBG,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-07-12,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1021,MEDICION AVANZADA CONTAD.,357107,19,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500282,,9397KBG,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-07-12,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1021,MEDICION AVANZADA CONTAD.,357706,20,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500283,,9402KBG,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-07-12,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV,1021,MEDICION AVANZADA CONTAD.,357107,21,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500284,,9422KDL,,,,,,,,WASTERENT,3,ALQUILER,DEVUELTO,,2022-08-30,,1905-07-14,7,DIESEL,MERCEDES,RSU,1006,ARAGONESA SER.PUBLICOS SL,733627,12,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500285,,9503KHD,,,,,,,,CEDIDO,6,"CEDIDO (por ayto, planta.",DEVUELTO,,2022-10-31,,1905-07-14,7,HÍBRIDO,TOYOTA,AURIS,1004,G.O.MEDIOAMBIENTE S.L.,10049636,32,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,9538JVN,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-01-02,,1905-07-14,7,GLP,OPEL,CORSA 1.4 90 CV GLP 5P,8131,ECO GLOBAL WASTE SOLUTION,100012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,9627KCJ,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-08-29,,1905-07-14,7,DIESEL,JEEP,RENEGADE 2.0 140 CV,1203,"E.Mixta Metropolitana, SA",101244,9,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,9659KJV,,,,,,,,ARVAL SERV,1,RENTING,DEVUELTO,,2022-04-22,,1905-07-14,7,HÍBRIDO,TOYOTA,YARIS 1.5 HYBRIC ACTIVE 100 CV,1004,G.O.MEDIOAMBIENTE S.L.,350476,33,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,9659KMR,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-07-12,,1905-07-14,7,DIESEL,OPEL,GRANDLAND X 1.6 CDTI 120 CV,1001,AVSA,10019917,13,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,9660KJV,,,,,,,,ARVAL SERV,1,RENTING,CANCELADO POR SINIESTRO,,2022-04-22,,1905-07-14,6,HÍBRIDO,TOYOTA,YARIS 1.5 HYBRIC ACTIVE 100 CV,1004,G.O.MEDIOAMBIENTE S.L.,350476,34,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,9822KCJ,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-08-18,,1905-07-14,7,DIESEL,OPEL,COMBO 1.3 CDTI 95 CV KOMBI,1400,EGEVASA,358538,26,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,9927KZM,,,,,,,,CEDIDO,6,"CEDIDO (por ayto, planta.",DEVUELTO,,2022-10-31,,1905-07-14,7,DIESEL,IVECO,CISTERNA MAGIRUS 8*8,1004,G.O.MEDIOAMBIENTE S.L.,10049636,35,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,9982KNR,,,,,,,,AYVENS,1,RENTING,DEVUELTO,,2022-09-24,,1905-07-14,7,DIESEL,OPEL,CORSA 1.3 CDTI 75 CV 5P,1066,CANALIZ. CIVILES S.A.,10669102,49,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,BAEL6390KXM,,,,,,,,OVERLEASE,3,ALQUILER,CANCELADO POR SINIESTRO,,2022-02-17,,1905-07-14,6,ELECTRICO,RENAULT,ZOE,1004,G.O.MEDIOAMBIENTE S.L.,724359,36,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,FRAMONLO,,,,,,,,PROPIEDAD,5,PROPIEDAD,CANCELADO,,2022-02-07,,1905-07-14,4,DIESEL,TARJETA SOLRED,TARJETA SOLRED,1066,CANALIZ. CIVILES S.A.,356004,50,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO PROPIEDAD
,,R7772BDJ,,,,,,,,HIDRASOL,3,ALQUILER,DEVUELTO,,2022-09-30,,1905-07-14,7,DIESEL,HIDRASOL,PISO MOVIL RSU,1006,ARAGONESA SER.PUBLICOS SL,733618,13,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
,,RAVALIAR,,,,,,,,PROPIEDAD,5,PROPIEDAD,CANCELADO,,2022-02-15,,1905-07-14,4,DIESEL,TARJETA SOLRED,TARJETA SOLRED,1066,CANALIZ. CIVILES S.A.,306050,51,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO PROPIEDAD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1776157.100080001,,1489516.2144420003,
